Title,Creators,Genre,Rating,Likes,Subscribers,Views,Synopsis
The Death of Kindness,Skeleton_House,action,9.21,61375.0,45878.0,541616.0,"After the mysterious murder of his parents, Yoichi Sakagami struggled to live a normal life taking care of his young siblings. The only way he survived was by exploiting a mysterious ability he had to regenerate his organs. But when shadowy forces come after him, he'll find that there's more to his ability than he thought. Will he be able to control it to get his revenge and protect those he cares about? Or will the power he has control him instead?"
The Demon Faction’s Return,"Han Yurim, MISANG, Team the J",fantasy,9.16,109802.0,71134.0,1308103.0,"In an effort to escape the power struggle within the Heavenly Demon Sect, the protagonist Myeong-un retreats to a life of seclusion. However, simply avoiding ambition for the throne is not enough to avert tragedy. 

Myeong-un flees from the sect leader Myeong-gak, who seeks fratricide, before meeting his demise. At the moment of his death, as his consciousness fades, he hears a voice. 

""Do you regret it? Do you wish to fight again?""""

To his surprise, Myeong-un, believed to be dead, opens his eyes once more....
			"
The Demon King's Warrior Daughter,"Geobong Choi, Jumeok, Ppangbaksa",fantasy,9.36,288476.0,138946.0,2983393.0,"Nobody said being a parent was easy. It’s especially hard for Belphegor Verscios, the adoptive father of an exceptionally gifted human girl who insists on becoming a warrior someday and defeating the Demon King - who, unbeknownst to her, happens to be him. But when you’re a doting father like Belphegor, what else can you do but try to support her dreams while simultaneously making sure she never reaches her goal? It’s a fine line to walk, but he must succeed at any cost, or suffer the worst fate he could ever imagine… disappointing his daughter.
"
The Devil is a Handsome Man,Hellothisisangle,drama,9.55,2470677.0,814791.0,32862014.0,Xolia makes the deal with the devil in order to obtain her desires. But she soon finds that this deal is shrouded in more mystery than she could have imagined.
The Devil’s Kiss,"Kwak Dabin, Park Nahyeon, sparrowqueen",romance,8.55,205860.0,110697.0,2820687.0,"On the brink of death, Eunji is approached by a handsome devil named Joshua, who promises her a second shot at life with a kiss to seal the deal. When Eunji wakes up to her “second” life, nothing seems different until Dojin, the human manifestation of Joshua, shows up at her school and starts following her everywhere she goes, turning heads and causing drama. Their honeymoon period is cut short when yet another devil, Sora, comes to ruin their fun. Can Joshua save his first love from the forces of Earth and hell?"
The Distance Between Us,YUJU,romance,6.75,441782.0,209124.0,5113295.0,"Haemi is an ordinary high school art teacher. Sure, she gets scolded by the principal a lot, but her personality makes it impossible for anyone to hate her. While Haemi has her eyes set on one of her fellow teachers, things start to get a little more complicated when her old childhood friend steps into the picture. Between the confusion and the drama, the three of them keep crossing paths in unexpected ways.
"
The Doctors are Out,Blau,romance,9.58,7582389.0,642231.0,58002376.0,"The beloved Dr. Matias Guevara tends to his patients in his little neighborhood health clinic, unaware that Dr. Fernando Guevera opened his new veterinary clinic right next door! With their patients confused and their tolerance running thin, the two grown men constantly bicker and compete! Will their similar names and professions cause their rivalry to go untreated, or will they heal each others broken hearts?!"
The Dog Diaries,yee seon,"slice of life, slice_of_life",9.68,1045377.0,91925.0,5780940.0,"Dana is a freelance illustrator who feels lonely and stressed out from working all day and doing little else. But this all changes when she is joined by a new four-legged friend: a small Pomeranian puppy called Myeongdong. This cute little pup shows her what unconditional love looks like, and Dana does her best to look after her new pal, too."
The Double Agent,"Charles, Hayeon, Piececake",historical,8.82,1234395.0,335771.0,13125562.0,"As a child, Sasha Laurent lost her parents overnight when the Dochen Republic invaded and burned her hometown, Neroi. Fleeing across the border, she lived off the streets until rescued by General Gerard of the Allied Forces. A decade later, when he asks her to infiltrate Dochen as a secret agent, she has no choice but to comply, but soon finds herself a prisoner at the mercy of Major General Johann von Willendorf. Sasha's unhealthy obsession with Johann veers dangerously close to love, but will her feelings change when he makes her a double agent?"
The Dragon King’s Bride,"Kanghee Jamae, SOY MEDIA",romance,8.86,5005354.0,1674295.0,106270726.0,"Ten years ago, a young girl saved the life of a dragon. Little did they know that they would be brought together again by the vicissitudes of fate, when Lucina’s family estate is invaded by the fearsome Tayar nation led by King Hakan. After Lucina’s selfish stepmother offers her up as a bride to Hakan in exchange for their lives, Lucina realizes that she is now fated to journey to the arid kingdom of Tayar and marry its seemingly brutish king. Will fate lead the unlikely pair to ruin or romance? 

"
The Druid of Seoul Station,"Jin Seol woo, Mun sung ho, liveBear",action,9.44,5136919.0,700932.0,65320939.0,"What started out as an ordinary day turned upside down when an unknown catastrophe struck Earth, transporting Suho Park to a different planet. He eventually learns how to adapt and fight for his survival in this foreign world, but one day, just as suddenly as he was sucked into this new planet, Suho is pulled back to Earth. He quickly learns that return to life as he remembers it is no longer possible, as Earth is in constant battle with monsters who’ve managed to infiltrate the planet. How will Suho fight against the monsters attacking Earth, and will he be able to survive this time with his current skills?"
The Duke's Cursed Charm,"Goyogom, Lemon Frog, Sohwagi",romance,9.25,2306030.0,611489.0,27616968.0,"Duke Carhel Luave is known as the devilish duke due to his uncontrollable magical ability to charm every single person who lays their eyes on him. But this is more of a curse than a blessing with several noble houses plotting to drive him out of power. Having no one he can genuinely like or trust, Carhel wonders if he will ever be able to feel the warmth of another human being. One day, after raiding the estate of one of his enemies, Carhel mistakenly has Lena, the house’s maid, captured in the aftermath. But when he tries to use his charming powers to give her a painless death, something unexpected happens. For some reason, Carhel’s powers have no effect on Lena!"
The Duke's Teddy Bear,"Choi Sungha, GOMDOL",romance,8.77,1767161.0,364878.0,16176719.0,"What if your soul could leave your body and possess people -- or even animals?
Thanks to an incident in the past, that’s what happens to Marshall Lidiance every time she passes out or falls asleep. No one knows her little secret, but things become problematic for Marshall when she gets absorbed into a teddy bear owned by the icy-cold Duke Ludvillian! Will Marshall be able to figure out what caused the soul absorption while still keeping it a secret from everyone?"
The Dummy's Dummy,Mochamura,horror,9.80,1681295.0,232469.0,11803512.0,"The story of a psychic girl named Yumi, an eerie living puppet named Paris, and the strange and often deadly monsters they face off against. Ghosts, ghouls, and... possessed teddy bears? Oh, my!"
The Dungeon Cleaning Life of a Once Genius Hunter,"Dalbeat, GoilGoil",action,9.47,2855158.0,554404.0,30779390.0,"World’s first SSS-ranked genius hunter, Junu Kim. He regresses ten years into the past after being ambushed by unknowns one day. With all his hunter skills now locked, he must fulfill his career as a dungeon cleaner to unlock them. But this cleaner… is extraordinary! The once renowned hunter, Junu Kim, takes over the cleaning duty with vigorous determination.
"
The Eagle and the Snake,Angel Tovar,action,9.56,576909.0,151660.0,5241803.0,"Abel's crew has pulled off daring heists around the world -- too bad he doesn't get to keep any of the money. Every dollar goes to the lords of crime who hold his brother hostage, and Abel has no choice but to fulfill their every demand. But when a dangerous woman enters his life and old debts are due, how far will he go to save the only family he has left?"
