Title,Genre,Creators,Views,Likes,Subscribers,Rating,Release Date,Schedule,Synopsis
Age Matters,romance,Enjelicious,400155246.0,29318576,3654424,9.78,2018.0,Wednesday,"She's a hopeless romantic who's turning 30's  and is not super happy about it. He's a reclusive billionaire who's hired her to be his assistant , and he's not too happy about that either. Together they rewrite the rules of friendship, love, work and the BEST way to clean someone's apartment."
Aisopos,drama,"Dogado, Yangsoo Kim",5831165.0,309108,62557,9.72,2014.0,Monday,"When his parents' love affair draws the ire of a powerful ruler in Ancient Greece, a young Aesop is taken away to become a slave under one of the most powerful men in the city. You know his fables, but do you know his story?"
Alice Elise,fantasy,Nicky Soh,1319603.0,135312,61074,8.94,2018.0,Saturday,"On a visit to her grandparents' home, Alice falls through a mysterious door into Hell. In order to return to the world of the living, Alice must race against time to get to the center of Hell to return home. However, time may not be the only thing Alice is up against..."
All Haven Academy,drama,Akiocha,4345281.0,555591,147680,9.32,,Monday,"Ava’s just trying to live an easy life watching videos of her favourite kpop boy group, BTX. But the plot has bigger plans for her, no matter how much she struggles against it. Now Ava’s surrounded by rich kids, fighting for the top spot at All Haven Academy, wondering “how did I get here?”"
All That We Hope to Be,slice of life,it sun,2681315.0,242030,74528,9.52,2015.0,"Thursday, Sunday",Sometimes we just can't get out of a ditch; yet we still hope.
All That You Are,drama,Brayden Sato,1729079.0,113236,50094,9.22,2015.0,Tuesday,"Each day is a desperate struggle on the decaying streets of Kansai Core-IV, especially for Amelia and her newborn child. So when a citywide bounty is announced and $1000 given to every able-bodied citizen, she faces a difficult choice: Use the cash to survive another day or race against an entire city for the chance at a new life. Whichever path she chooses, her demons are sure to follow."
All of Us Are Dead,thriller,Joo Dong-geun,20534279.0,1437923,540060,8.97,2021.0,Monday,"Life at Hyosan High School is nothing specialâ€¦ until the students realize they're in ground zero of a deadly virus that turns its victims into flesh-eating monsters. As the virus tears through their schoolmates in a matter of hours, they realize they have nowhere to run. Trapped in their high school with zombified versions of their friends and teachers, they must find a way to fight -- and escape with their lives."
Always Human,romance,walkingnorth,53809056.0,2828348,715240,9.55,2015.0,Saturday,"This is a story about nanobots, genetic engineering, and two girls falling in love. No matter how technology changes us, we'll always be human."
Amelia the Level Zero Hero,fantasy,"Azrie, Kisai Entertainment, MelasDelta",2675884.0,274620,127938,8.87,,Wednesday,"Who needs a Class when you're already the strongest anyways? Ten years ago, Amelia woke up in a broken world where she had to fight for her survival. Now, after defeating the Void itself and escaping the abyss, she's finally found her way back into the real world. But instead of returning to Earth, she arrives in Vacuos — a fantasy world governed by a System as if it were a video game. And when rewarded with a Class befitting her accomplishments— to become a powerful [Hero] that will forever dedicate her life to protecting this world that is not her own— she only has one response. “Absolutely not. I’m going to live a normal life now, thank you very much.”"
American Road Trip,drama,"Little Corvus, Patrick Flores-Scott, WmW",1977373.0,365385,102000,9.61,2020.0,Sunday,"Ever since his brother left to serve in Iraq, Teodoro ""T"" Avila's life has been in the pits, until he runs into the girl of his dreams and realizes there might be more to life than video games. But when Manny returns home an utterly different person, it's a bombshell for the Avilas that leaves T shell-shocked. Determined to impress Wendy and in denial of his brother's condition, T doubles down on his studies, only to be hoodwinked into a road trip by Xochitl. With nothing but the road ahead of them, how much will T and Xo need to sacrifice to help save Manny from himself before it's too late?"
Amid the Changing Seasons,romance,"RYO., YABOMI",2664890.0,358052,103059,9.43,,Tuesday,"As the seasons pass, we meet, we part, and we find love in all sorts of places... This love story began in a cafe. Have you ever run into someone you know at an unexpected place? Maybe it’s your friend or a friend of a friend? Our lives intertwine and connect as we live our stories filled with love and pain. Imagine yourself in a cafe enjoying a meal or sipping a cup of coffee and getting lost in your thoughts. Look around -- who is sitting next to you?
"
Andy Bass,comedy,"Gia, KenneDuck",13034051.0,1910786,170037,9.33,2020.0,Friday,"Andy Bass is just like any other high school sophomore. She has to deal with maintaining grades, having an arch-nemesis, falling for a cute transfer student, and most importantly, being a vertical mermaid! (Totally normal, right?) Andy is the most hideous creature alive, and she still has to attend public school!"
Angel Wings,drama,"Brandon Chen, Comipa",477612.0,59157,59293,9.36,,Monday,"Angels ferry the good souls to Heaven. Devils ferry the bad souls to Hell. That is how the afterlife is written. Evangeline was born a Devil, but has always dreamed of becoming an Angel and helping souls live a beautiful afterlife. When she encounters Tatrasiel, an Angel curious of Hell, she proposes the impossible: switching lives to see how the other lives! But they'll soon discover Heaven and Hell isn't quite what either of them expected! "
Angel of Death,romance,"Mhaikkun, Riley Redgate",2748586.0,301612,166529,9.16,,Wednesday,"When Azriel — the fearsome and unfeeling Angel of Death — allows a human soul to slip through his fingers, God casts him down to Earth to find it. Azriel plans to use Jo LeCourt, the sister of the woman whose soul he failed to reap, to guide him. But he’s not counting on the sharp-witted and relentless Jo, who knows why he's there and will stop at nothing to stop him.

As the two circle each other, Azriel discovers, for the first time in eternity, someone who really challenges and interests him. And Jo discovers, for the first time in her life, someone as reliable and exacting as she is. Neither of them are expecting to find a love
that will change them forever."
Annarasumanara,drama,Ilkwon Ha,,753985,277300,9.74,,,"When she was little, Yun Ai dreamed of becoming a magician. But in reality, she's just a high school student who can't even afford new socks. After meeting a mysterious magician at a carnival, she decides to follow her dream."
Annie Green Hates Girls,romance,Minorinmakes,5832615.0,696365,189649,7.99,,Tuesday,"Annie Green, a 16-year-old girl who has always had a hard time getting close to girls, faces the worst rumor going around school... that she hates them! That’s not true at all! Annie will fight to deny this false rumor and will try to achieve what she has always wanted: to make friends with girls. Her friends Eugene and Colin will accompany her on this incredible adventure full of misunderstandings and embarrassing situations. Meanwhile, some feelings and friendships will emerge in this group of students. Will they be able to face all these challenges?"
Another Love,romance,,3400000.0,302890,264439,9.69,2022.0,,"When architect Jae embarks on a solo vacation to Spain, it may seem that she’s running from her past, away from her abusive ex-boyfriend who sought to control her life. For Jae, however, the trip represents a new chapter as she learns to stand on her own again. Her vacation takes an interesting turn when she’s mistakenly assigned to the same hotel room as Joff, a handsome and successful businessman who is intrigued by Jae’s kind and independent nature. Meanwhile, a sinister figure from Jae’s past begins to haunt her once again…"
Another Love ,romance,"DDOGAK, I SOON KI, sparkler",18941700.0,1511356,452516,9.6,,Saturday,"When architect Jae embarks on a solo vacation to Spain, it may seem that she’s running from her past, away from her abusive ex-boyfriend who sought to control her life. For Jae, however, the trip represents a new chapter as she learns to stand on her own again. Her vacation takes an interesting turn when she’s mistakenly assigned to the same hotel room as Joff, a handsome and successful businessman who is intrigued by Jae’s kind and independent nature. Meanwhile, a sinister figure from Jae’s past begins to haunt her once again…"
