Title,Genre,Creators,Views,Likes,Subscribers,Rating,Release Date,Schedule,Synopsis
Return Your Soul,romance,Yaongyi,2905689.0,290450,222597,9.29,,Wednesday,"Ryeong is the only one in her exorcist family without powers—she can only see ghosts. One night, during the village festival, she encounters Yuseong, a young man possessed by a mysterious ghost. The ghost asks Ryeong to help uncover his lost memories and break the grudge that binds him to the living world. Desperate to escape her family's cruelty, Ryeong seizes the chance to enroll in Mujang-gak, the elite martial arts school run by Yuseong’s family. As a female student in a male-dominated world, she faces relentless challenges. Can she survive and uncover the truth to free them both?
"
Return of the Blossoming Blade,action,"Biga, LICO, SEHON, UMKY",69807231.0,6477821,806701,9.86,2021.0,Friday,"When Cheongmyeong of the Mount Hua Sect awakens a hundred years in the future, his last memories are of a bloody battle against the Leader of the Demonic Cult, the evil Cheonma. The battle almost saw the end of the Ten Great Sects of ancient China, when Cheongmyeong ended the hard-fought struggle by striking down Cheonma. Soon after, he succumbed to his wounds, filled with regret at their pyrrhic victory. All is not lost, however, as he awakens to his second chance at life. Shocked to find his beloved Mount Hua Sect reduced to a mere shadow of itself in the present day, Cheongmyeong embarks on a journey to restore Mount Hua to its former glory."
Return of the Genius Player,fantasy,"Asleep24Hours, cookiyo",4558339.0,332224,143356,9.04,,Saturday,"The Hunters League is a sport where only those with supernatural powers may compete, promising fame, glory, and incredible prizes. Changhyeon Lee had it all, but faces an abrupt downfall during his slump. Cast aside by even his own team, his world crumbles… but fate deals him an unexpected hand when a fatal encounter with a 10-ton truck ends his life, only to send him back in time to the day he discovered his powers. Armed with a second chance, Changhyeon is determined to reclaim and transcend his former glory in the Hunters League."
Return of the Gods,fantasy,HONGMUJE,3309629.0,299466,136457,9.25,,Sunday,"Uju Hyeon dreams of living the ordinary life of a high school student, but his dream will never come true as he possesses special powers that others don’t have. One day, after being chased by an evil spirit, he is taken to the School of the Tiger and learns that he has a dragon orb in his body. Will Uju be able to protect himself and the dragon orb from evil spirits?"
Return of the Hound,fantasy,"Acro, Studio W",2493782.0,207902,90705,9.42,,Sunday,"After being brainwashed by the emperor, Yahn has served him as his loyal puppet. Upon finding out that he has been played by the emperor, Yahn vows vengeance, but he falls to the mighty emperor’s powers. However, instead of dying, Yahn opens his eyes to find that he has gone back in time, to when he used to be a soldier in training. Will he now seek vengeance on the emperor, or will he go look for his family? The choice is now in his hands.
"
Return of the King of Hell,action,BARUNFLOWER,3107087.0,235489,118355,8.97,,Friday,"Yama, the King of Hell, chooses retirement in search of happiness, but his reincarnation is put on hold when his successor, Harry, abandons his post to pursue a mysterious goal on the human plane.
With the aid of the undertakers, humans who can draw forth the power of the Underworld, Yama attempts to quell the chaos and return everything to its rightful place.

Will Yama tread the cycle of rebirth without faltering, or will the echoes of his past haunt his journey? One thing’s for sure -- there will be hell to pay."
Return of the Mad Demon,historical,"Ihy, JP, Yu jin sung",48186598.0,4133005,651209,9.78,2021.0,Wednesday,"The Mad Demon, Jaha Lee, dreams of becoming the God of Martial Arts. Unfortunately, his dreams are dashed after he falls off a cliff while running from the Demonic Cult for stealing the Jade of Heaven. Yet this is not the end for Jaha -- he awakens from the fall to find himself back in his 20s. With his knowledge of the future and of martial arts, he now has a chance at revenge and at getting life right this time. Will he be able to fulfill his dream this time around, or is he doomed to face the same fate yet again?"
Return of the Runebound Professor,fantasy,"AETHON, Actus, Daniel Krauss, Laurel Pursuit",3677583.0,392014,163281,9.66,,Friday,"Magus Vermil was a scumbag — the most hated professor at a magic academy. Then someone murdered him. He never would have been heard from again if not for a lost soul from Earth by the name of Noah Vines.
Transmigrated into Vermil’s body, Noah assumes the man’s runic powers and extensive list of enemies. There’s just one problem. Noah has to teach class tomorrow, and he has no damn idea what magic is."
Return to Player,action,"INDEX, SEHON, UMKY",73161854.0,6236829,827911,9.65,2021.0,Saturday,"Ten years ago, a group of gods turned everyone on Earth into players of a sadistic game that forced them to kill monsters in real life -- or be killed themselves. Sehan Kim has already seen how this game will play out: everyone in the world dies except for him. When he's given the chance to go back in time and start a second playthrough, Sehan is determined to change the course of events and beat the gods at their own game."
Returned by the King,action,"Ansoseoul, KIMU, SH",13139493.0,827973,303985,8.88,,Saturday,"In a world where one's worth is determined by how powerful their skill is, Taehyeon is 35, unawakened, and barely able to scrape by as a pack bearer for monster hunters. But when a mysterious being calling itself “the King” gives him a skill of his own, Taehyeon gets a second chance at life. Now he’s back in high school and armed with Gluttony, a skill that allows him to block and absorb the skills of others!"
Reunion,romance,stephattyy,37235400.0,2418506,994613,9.72,2022.0,Friday,"After moving away for a decade, Rhea returns to the bustling city on her quest for independence. Things are looking bleak, until she bumps into a familiar face - one she didn't think she would ever see again. Feelings rekindle as secrets begin to unfold, Rhea soon realizes her childhood friend may not be who she believes him to be, and thus her most cherished relationship is put to the test. "
Revenge Love,romance,Tino,5939196.0,332778,124710,8.1,,Wednesday,"""Let's...go back to being just friends."" After dating for six months, Sakura was dumped by her childhood friend, Ren. She tries her best to move on, but when she sees her ex-boyfriend on her first day of high school, she realizes that her feelings for him still haven't faded…Maybe there is still a chance for them? After all, she still loves him."
Rewriting Extinction,comedy,Various Artists,2174366.0,325700,117093,9.7,2021.0,Friday,An anthology dedicated to saving as many species from extinction as humanly possible.
Rewriting Our Love Story,romance,"choi gyeong min, young mo",5981023.0,692327,173468,8.86,,Sunday,"Jeya is just a normal guy living a normal life. His life gets turned upside down when he meets his ex-girlfriend at a job interview. However, things get even worse when they get it an accident, travel back in time and swap bodies."
Rewriting the Villainess,fantasy,HONGHYE,15477636.0,1992594,449521,9.59,2022.0,Friday,"Commander Liza Mary of the Imperial Knights returns victorious to the Empire of Phaeton after a long war to subjugate an enemy kingdom. But little did she know that her beloved fiancé Illian would leave her for Flora, the princess of the fallen enemy kingdom… After drinking herself into a heartbroken stupor that night, Liza awakens to the modern world in the body of timid high-schooler, Doeun. Puzzled and confused, Liza seeks to find out what happened and return to her own world, aided by Doeun’s friends Ian and Lora, who look suspiciously like Illian and Flora!"
Rise from Ashes,supernatural,Madeleine Rosca,52520011.0,4450089,765821,9.7,2017.0,Wednesday,"The living and the dead have coexisted for a millennia, overseen by the Red Crows, a conclave of mediums who have power over the spirit world. However, in the early twentieth century, change is afootâ€¦and a coming world war threatens the balance between mortals and ghosts! In the midst of this upheaval, one small ghost merely wishes to be left alone, and haunt her abandoned house in peace. But even the dead can have a great destiny that calls..."
Rise of the Devourer,action,"AETHON, Kisai Entertainment, KrazeKode, Laurel Pursuit, Sauerkraut",418804.0,30520,59973,9.03,,Friday,"Noah Brown has a gift for fighting. Unfortunately, punching things doesn't pay his bills. At least, that was the case until he dies and an Eldritch god finds his soul. The strange encounter brings him to a new world, summoned by bloody cultists. He’s got nothing but the shirt on his back and a strange item of unknown power he isn’t yet sure how to use. If he wants to survive, maybe even thrive, perhaps it's time he finally put his gift to good use. Art by Kisai Entertainment."
Roach,horror,"NOWONE, RIGHT HAND",1737371.0,191467,70646,9.3,2022.0,Thursday,"In the dead of night, you shed your skin, a husk of a thing, leaving you sticky, renewed… and repulsive. Everyone that lays eyes on you lunges towards you, their eyes full of disgust and intent to kill. You need to run. Nearly overnight, Taesu Im goes from a terminally ill family man to the most reviled existence on Earth. But it’s not just people’s perception of him that’s changed… it’s him. Something has turned him into a half-man, half-cockroach, and he needs to find out what—or who— did this to him before he gets squashed."
Roar Street Journal,slice of life,Bonnie Pang,11523746.0,1106212,63530,9.65,2015.0,"Wednesday, Saturday","Created and run by animals, Roar Street Journal provides a selection of stories and comics to bring a smile to your everyday life."
Romance 101,romance,Namsoo,83613204.0,10789520,900960,9.84,2021.0,"Tuesday, Friday","Bareum's planner might be full, but one thing she desperately needs in her diary is a date. When she is lured into joining a programming club by her friend's hot coworker, it looks like there might be hope for her. But will her inexperience lead to her downfall? And why does she keep running into his bad-tempered friend instead?"
Romance Punch,comedy,Galang Larope,1482925.0,156565,70211,9.11,2022.0,Tuesday,"It’s the start of a new year at a new school for Amelia, a girl with strong ambitions and a unique allergy to witnessing violence. She quickly learns that her peaceful first impression of her school was just a fleeting facade when she realizes that her new high school is a battlefield between two warring student gangs. Between the South Canteen Gang, the North Canteen Gang, and the girls fighting over boys, it looks like it’s allergy season for Amelia. Despite the chaos and her now-regular allergic reactions, Amelia is determined to bring peace to her new high school--not through violence, but with the power of love."
Romantic Flow,romance,"Y.N, pul, seodan",6233601.0,428462,209943,8.15,,Sunday,"First rule of the workplace: don’t date your boss. It’s a rule that should be easy for workaholic lawyer Hyeonseo Cha to follow, especially since her new boss, Jeonghyeok Seo,  has a reputation of being a heartless playboy who only cares about money. But despite his infuriating smirk and arrogant tone, Hyeonseo finds herself slowly being drawn to him as he wears down the armor of cold indifference she’s worn over the years. But does he feel the same towards her? Or is Hyeonseo just setting herself up for a devastating heartbreak?"
Romantic Graffiti,romance,Bamsik,4537529.0,427753,138223,9.33,,Saturday,"There’s nothing more shocking than your crush turning into a meaningless doodle you scribbled in class. That’s what happened to normal college student Do-yun Lee, who has feelings for his handsome roommate Jiwon Woo. One day, Do-yun confesses to Jiwon, who doesn’t exactly respond the way Do-yun had hoped he would. The heartbroken Do-yun draws an “ugly” version of Jiwon, and when he gets home, he’s stunned to find Jiwon looks exactly like his drawing. To end the unexpected curse, the two will have to face chaotic obstacles - and their undeniable attraction to each other."
Rooftops & Roommates,comedy,Zaanart,60888882.0,8937146,513692,9.48,2021.0,"Monday, Friday","Jeb is an architecture major at university, rooming with his best friend Todd. There's just one problem... Jeb's secretly a gargoyle! Between studying, partying, and a bad ghost problem, will Jeb be able to keep his true identity a secret?"
Room of Swords,sci-fi,"Brent Bristol, Toonimated",76359434.0,7030840,775718,9.77,2017.0,Monday,"The 34th time Gyrus wakes up in a world ruled by monsters, he still thinks it's his first! Little does he know, he's stuck in a loop until he can survive long enough to collect the treasured ""boss sword"" from the Boss of Monsters and unlock the mythical Room of Swords before he dies agai-, whoops, too late! Well, here's to lucky thirty-fiveâ€¦"
Roots of the Heart,romance,Mewmimiu,8455420.0,875239,213963,9.56,,Friday,"William is a city boy who has just turned 18. He’s finally old enough to do everything he wants, right? But his life is turned upside down when his family moves to the country, putting the brakes on all his big plans. Will he resist his new life, or will he let new relationships in?"
Rose and Sunflower,romance,Paulina Márquez,628977.0,121051,31430,8.75,,Monday,"All items keep memories…and Luisa has the power to relive those precious memories, just by touching them. When Jaz and Dalia become her new neighbors, Luisa will try everything she can to get her hands on the valuable memories contained within their items. However, Luisa will find out these siblings hide more than memories…
[This series contains themes regarding depression, mental health and potentially disturbing imagery related to trypophobia that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/]"
Rot & Ruin,horror,"Alempe, ITSURYUU, Jean, Jonathan Maberry, Kylie Hunsinger, Taylor Grant, WmW",13844561.0,1503207,365553,9.59,2020.0,Monday,"Benny Imura and his friends must navigate a post-apocalyptic zombie-infected America in which teenagers are forced to find labor or face starvation. When Benny grudgingly joins his annoying older brother Tom as an apprentice zombie hunter, he soon discovers that almost everything he believed about his sheltered life is wrong--and zombies aren't the greatest thing to fear in the Rot & Ruin.
 
 Based on the novel Rot & Ruin by Jonathan Maberry."
Rotten,thriller,"GOOD GUY, Goodguy",13639183.0,1293451,441199,9.67,2020.0,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Jaeshin sees dead people, and Officer Han can sniff out evil. Literally. Their search for a missing friend leads them and professional stuntwoman Yuhyeon into a tangled web of vile cover-ups and twisted violence. Can they handle the overpowering stench of evil?"
Royale,mystery,"Emmett Hobbes, Hank Jones",634034.0,68117,42971,9.45,2022.0,Tuesday,"In this slow-burning heist-turns-horror, gentlefolk thieves Royale and Damascus discover what lurks in the supernatural underbelly of an alternate 1970s London."
Rumor Has It,romance,sungA,10572661.0,1048772,236710,9.64,,Monday,"Oh no... my ex-boyfriend lives next door?! Excited to start a new chapter in her life as an adult, Hyejin gets caught off guard when she finds out that her first love Haejun -- whom she dumped five years ago --  is her new next door neighbor and fellow classmate at the same university! Still dazed and confused about love and dating, will Hyejin learn how to navigate her relationships with certainty and confidence and not get sidetracked by what others think?"
S.I.D.,supernatural,Sadaham,28233662.0,1991515,296447,9.69,2015.0,Saturday,"After an incident leaves young Simoon with the ability to see ghosts, his memories are sealed away by his grandmother who wants him to live a normal life. When his sight suddenly reawakens years later, Simoon must use his newfound powers as a member of the special Supernatural Investigation Department, or S.I.D."
S.K.T(Swallow Knights Tales) ,fantasy,"Goodang, Hanheun, Kim Choul-Gon",627038.0,84261,47636,8.76,,Thursday,Endymion passed the interview to finally become a Swallow Knight because he’s... cute? His lifelong dream has turned out to be nothing like what he had expected. He thought knights were supposed to be honorable and tough! But there is also good news: his past experience as a party host may come in handy after all. How will his life change as he becomes a Swallow Knight?
SAMADHI,superhero,"GGULCHAN, LEE WONSIK",5493747.0,630541,212158,9.51,2021.0,Sunday,"Yibak Kim has only ever dreamed of living an average, peaceful life -- nothing more, nothing less. But when he finds himself with supernatural powers, Yibak must now learn how to hone his new abilities and get used to the fact that, from now on, his life will be anything but normal..."
SAVE ME,drama,"Big Hit Ent., LICO",57348144.0,4218520,2401786,9.87,2019.0,Thursday,"Seven boys. Best friends. Their fates intertwined through the good times together, but also the tough times, as they have gone their separate ways and suffered greatly as a result. When all is almost lost for these boys, one is given a special chance to go back in time and help his friends fix the mistakes that led them down this path. He'll do anything to save them, but can he? Or is he too late?"
SHADOW,superhero,"haejin, yunuji",3988157.0,204611,193107,9.42,2014.0,Tuesday,Have you ever thought about who cleans up the mess that the heroes made from the fighting? SHADOW (Super Human Assistance Department Office Worker) is now here to clean up the mess!
SHIRAI,romance,Andrian Januar Adilia,995144.0,81631,83891,9.16,,Tuesday,"Amakusa Rin, fearsome daughter of the Blue Dragon faction leader, and Horii Shinsuke, soft-spoken fighter of the Shirai faction, find themselves in a strange situation. To consolidate power between their factions they have to… get married?! With Rin hell-bent on avenging her mother’s death and Shin determined to marry only for love, their union is doomed from the start. After negotiating an engagement period, Rin and Shin must find a way to annul their marriage without instigating all out war between their factions. Can they succeed before their wedding night… or before they catch feelings?"
SHOGUNNED,action,Honesty O.,1472004.0,140218,95581,9.67,,Friday,"Teiko’s fearless motivation for cold hard cash leads him to a brush with death, awakening powerful Morale within him. This supernatural Morale makes him a recruit for the Anti-Depressers, an organization fighting monstrous Killjoys born from negative human emotions. When a mysterious group starts turning people in Killjoys, Teiko and his unorthodox team must battle to protect the innocent and uncover a conspiracy that runs deep. But Teiko’s fate is a little different: his strength may be more Killjoy than human!"
SIDEKICKS,superhero,IRON Shin,19036348.0,800555,213895,9.38,2014.0,Wednesday,The story of the sidekick's journey to becoming a true hero!
SOLEIL,fantasy,YenKin,8471234.0,1294514,246200,9.52,2019.0,Wednesday,"Ever since her parent's funeral, Florette seems to only find solace in her flower shop and garden.
 Her love for nature is tested when she meets a tiny plant prince from a miniature plant world. With the ""invaders"" threatening his plant kingdom, Florette finds her calling to help save the world and its people. Could it be her botanist skills, or is there a bigger connection between Florette and the Kingdom of Soleil?"
SOUL CARTEL,fantasy,"Haram, Youngji Kim",31655378.0,1384429,239204,9.7,2014.0,Saturday,"When Shihoon was a child, his exorcist parents vanished in a fight with underworld spirits. After Shihoon has a chance encounter with the devil Mephisto, he somehow ends up contracted as the next judge for the legendary fight between archdevil Mephisto and the human, Faust. Along with his exorcist older sister, Shihoon enters the underworld to fulfill his contract and search for clues of his parents' disappearance."
SOULWINDER,thriller,"WmW, android_k05",5640776.0,587625,290006,9.67,,Wednesday,"As Lyllian’s struggle for survival unravels the mystery of her world, she learns of those known as Soulwinders—Who have the potential to recover what she lost.

Remember… DON’T CALM DOWN!"
SPCTR,action,"Carlos Trigo, Tony Karnowski",479789.0,67549,35378,7.47,,Wednesday,"Twins Alandria and Isaac have had a hard time connecting after the death of their parents. But after an unknown falling object arrives on Earth, they find themselves on opposite sides of an ancient, alien war, and Alandria swears to do whatever it takes to save her brother… and the world."
Sable Curse,fantasy,Little Melon,10024370.0,1265749,254813,9.78,2022.0,Tuesday,"Dead at 19-years old. That's the fate that Terron Vogel has been dealt by her curse, unless she can somehow find a way to undo the spell. A seemingly impossible task, until her family decides to escape society and stay at a mysterious and magical holiday retreat, where she will discover the secrets of the estate and its wealthy guests… and perhaps find out how to lift her deadly curse before her time is up."
Safely Endangered,comedy,Chris McCoy,434192806.0,26565867,1117538,9.56,2014.0,"Monday, Wednesday",Silly comics for silly people.
Salty Studio,romance,OMYO,22159778.0,1140918,336633,9.69,2014.0,Friday,"Togeun quits his job at his dad's company and moves out of his parent's house to pursue his new purpose in life, drawing! Except... he doesn't actually know how to draw. When he discovers the artist whose work he had been admiring is his old classmate Sonagi, Togeun begs her to teach him how to draw in exchange for giving her a place to work. Thus begins the cohabitation of two unlikely friends."
Samurai no Tora,action,"Brandon Chen, Jose Fernandez",974615.0,119865,58015,9.01,,Sunday,"In the year 2200, the age-old tradition of samurai has evolved into a riveting fusion of sport and spectacle. Tokyo stands as the thrilling epicenter of this melee, its cityscape an open arena for licensed samurai to engage in intense duels, their clashes recorded and broadcasted for the world to witness.

Young and ambitious Tomoe Harada finally seizes her samurai license, stepping into this vibrant battlefield. But her dreams extend beyond simply being one of the world's leading samurai. She seeks to challenge a certain someone...

However, Tokyo teems with formidable challengers, each wielding unique fighting styles that can shatter dreams of glory. Can Tomoe and her companions rise to the challenge and etch their legacy in the chronicles of samurai history?"
Saphie: The One-Eyed Cat,slice of life,joho,152094518.0,12124567,657436,9.8,2016.0,"Saturday, Sunday",A comic about a one-eyed house cat with her fellow house cat brothers :3
"Sarah, I'm Sorry: Welcome to Our Galaxy",tiptoon,"GUGU, MiTi",1665205.0,184981,159238,8.84,,Wednesday,"What if those tragic events never happened?

What if no one was sick, no one had an accident, and everyone lived a normal campus life? If only there was a world just like Sarah’s wish...

When Sarah opens her window, another window appears, and she discovers a different world inside, a world with an exciting campus life that she had always dreamed about."
"Sarah, I'm Sorry:Welcome to Our Galaxy",informative,,853475.0,104273,131445,8.54,2022.0,,"What if those tragic events never happened?

What if no one was sick, no one had an accident, and everyone lived a normal campus life? If only there was a world just like Sarah’s wish...

When Sarah opens her window, another window appears, and she discovers a different world inside, a world with an exciting campus life that she had always dreamed about."
Saving a Mercenary Unit from Bankruptcy,fantasy,"KIM EUN JI, cheeka, cheshirenyaong",4467777.0,613978,167399,8.85,,Friday,"Jihyeon, a business consultant from Korea, ends up stranded in another world. She is rescued by the members of the Nio Mercenary Corps, only to find out that the unit is on the verge of bankruptcy. A passionate professional, Jihyeon cannot ignore their dismal financial state. To help the corps, and in hopes of returning home, she volunteers to serve as the corps’s financial officer. Turning around a struggling mercenary corps is no easy feat, but Jihyeon and the corps members stick together through thick and thin. Her chance of going back home, however, remains elusive."
Savior,fantasy,"Jo9, Junqi",4564302.0,519827,206230,9.33,2021.0,Sunday,"Wohn Ku is a vampire that needs human blood to survive. As a tenderhearted child, she led a tortured existence until a girl named Seyeon willingly became her steady blood source. Seyeon stood by Wohn throughout their school years, defending her from bullies. Fast forward to the present where they move in together ahead of their freshman year of college. Seyeon remains fiercely protective of her friend, but Wohn is ready for a fresh start. When a devoutly religious sophomore girl named Juyi showers her with kindness, Wohn emerges from her shell only to realize that Juyi had once been her father’s kidnapping victim, a potential blood source she had refused to bite. Juyi grows closer to Wohn without remembering the incident, fueling jealousy in Seyeon. Will Juyi prove to be a savior washing away Wohn’s guilt, or will she ruin a vampire’s dream of redemption?"
Savior of Divine Blood,action,"3rd Ie, Eto Shunji, Studio No.9, silou",3726731.0,221541,118018,9.12,,Tuesday,"Subaru is an average guy--a loser, in fact. Becoming a Player who enters mysterious gates and slays creatures to defend humanity is a far-fetched dream. But after several years of constant bullying and abuse, a Door of Trials appears before him, and he finally becomes a Player. But his brother is out to get him, and Subaru is completely outmatched. Furthermore, the Sky Clock is ticking down, which could mean the end of the world when it hits zero. Can Subaru overcome his brother and uncover the truth behind the gates that plague the world?
"
Say the Right Thing,romance,SammyMontoya,768750.0,122873,44440,9.69,,Friday,"On your arm are the first words your soulmate will ever say to you. Sometimes they're nice. Sometimes they're vague. Sometimes they're ""Watch it, Jackass."" And sometimes your soulmate is a wanted felon and also magic, which Seth discovers when he meets his soulmate, Errol, an alleged dark mage on the run. Oh well. "
School Bus Graveyard,thriller,"Red, lilredbeany",249843432.0,12381044,3660496,9.82,2021.0,Wednesday,"Ashlyn is a loner in high school with no friends. But when a fateful visit to a haunted house causes her and her classmates to see monsters at night, she'll be forced to forge bonds to survive."
Scorching Romance,romance,Hongchi,47046664.0,5495122,612875,9.69,2019.0,Tuesday,"Her blood runs hot, and her temper is even hotter , even when it's the cold of winter. To lift the flaming curse she's carried since she was a little girl, high schooler Ember must find her cold equivalentâ€¦ But finding a match whose blood runs as cold as her's does hot isn't going to be easy, especially when the only way to turn the powerful curse away is to KISS that person right on their frigid lips. High school dramas usually run hot-and-cold, but there's never been a story as fun and fiery as Scorching Romance!"
Scroll if You Dare,horror,Various Artists,10604653.0,738815,319880,9.52,,"Monday, Wednesday, Friday","Think you can make it to the end? Blood-thirsty spirits, vicious curses, and sickening twists haunt these individual horror stories from 27 different creators. Scroll if you dare. But whatever you do, don’t scroll alone!"
Seabird and the Wolf,fantasy,"Kisai Entertainment, Mang Morning, Miss Xero, ricepupa, ©Gleecat",2678245.0,311836,132989,9.66,,Tuesday,"Chosen by the last remaining Seabird, Lott has been cursed with a target on her back. After the notorious Woohoppiage pirates pillage her village and kidnap her sister, she embarks on a perilous journey to get her back. And she’ll do whatever it takes to make that happen, even if that means joining the Black Ocean crew and pretending to be a man. But she's not the only one with a secret on this pirate ship…"
Seagull,drama,Tsubo,445511.0,64566,41797,9.01,,Tuesday,"Burnt out writer Kyle Anderson moves back to his home town after the death of his mother, only to find that the self proclaimed witch Mischa has taken an interest in him. With his life spiraling and his path unclear, Mischa helps him realize there's magic in the most unexpected places..."
Seasons of Blossom,romance,"HONGDUCK, NEMONE",82884374.0,9204290,1121280,9.87,2021.0,"Tuesday, Saturday","Oh, to be young and in love. Oh, to be wild and carefree. The springtime of life is intense, tumultuous, and at times, oh so confusing. Spring, summer, fall and winter -- love blossoms in all seasons."
Seasons of Lovesome,romance,"HONGDUCK, NEMONE",4953350.0,689143,221098,9.87,,Thursday,"Life isn’t always perfect, but love certainly makes it better. The exciting tale of young love continues a year following the story “Seasons of Blossom.” Bomi and her university classmate Pureum’s lives center around a new place, “Cafe Blossom & Nemone Art Studio,” as they navigate the joy and hardships of university and professional life. "
Secret Playlist,romance,2F,36884406.0,4758899,664103,9.61,2020.0,Friday,"Hanju is your ordinary university studentâ€¦ except for the fact that she's also the up-and-coming Metube cover artist, PLII. When popular boy group member Levi takes notice of PLII and requests to collaborate, Hanju will do anything to hide her secret identity. But as the two grow closer working on a class project, Hanju's cover begins to unravel. Will Levi discover her secret?"
Secretary Out-of-Order,romance,"Parand, QuornQuorn",33173341.0,2628537,756078,9.18,2022.0,Tuesday,"Yu-eun Gam, a very capable secretary, works at IREN under the relentless CEO, Dohyeok Chae. After getting fed up with Dohyeok’s ruthless workload and cruel behavior, she buys a lottery ticket out of impulse and wins. Full of hope for her future, she hands in a letter of resignation only to be rejected. "
Secretary’s Escape,romance,"Banjiyoung, HoneyBong, Solbangul",15234890.0,987581,302464,9.09,,Tuesday,"One indispensable secretary, two irresistible heirs. Iyeon Chu, the most sought-after personal assistant in Jaekyung Group, has the two would-be heirs vying for more than just future ownership of the company. And while Iyeon is balancing the precarious love triangle, she’s also digging into the mysterious death of her father who used to be chauffeur to the former Jaekyung Group chairman. Will Iyeon find both truth and true love?"
Secretly More Powerful than the Hero,fantasy,"HHAANN, LIMYE",11426507.0,1060157,232145,8.47,,Saturday,"From a young age, I've always dreamed of being that “unassuming hero,” appearing ordinary but possessing unmatched strength. But one day, fate took a turn when I was hit by an eight-ton truck, and suddenly, reincarnation was on the table!
""What would you like to be in your next life?"" asked the goddess of reincarnation. Eagerly, I replied, ""I wish to become a wimp, but secretly OP!”
She granted my wish, but with an unexpected twist: if anyone ever uncovers my true abilities, my heart will explode! This isn't quite the “secretly-OP-wimp-life” I had in mind…
"
See No Evil,thriller,"Gwangtanto, Maduru",3833243.0,507191,170800,9.48,2021.0,Friday,"Bonggang Choi has a secret. He lives a quiet life as an ordinary college student, but he was born with a special ability -- he can read minds. Preferring to keep to himself, he doesn't act on the things he learns while mind reading. But when he reads the mind of Hun Jo, another student at his school, and finds out that he may have killed someone, Bonggang soon discovers that he can't close his eyes to evil forever."
See You in My 19th Life,romance,"Lee Hey, Lee Hye",96091538.0,12532235,1423217,9.88,2020.0,Thursday,"Jieum Ban has an extraordinary ability: she can remember the memories of all her past lives. After her previous life is cut short by a tragic accident, she sets out to reconnect with the people of her past life in her current one. Will memories of her 18th life sabotage romance in her 19th? Or will love endure across different lives?"
Seed,sci-fi,Said P.,30993581.0,3585558,546940,9.7,2018.0,Sunday,"Welcome to the future , where our world has become an exercise in contradictions. We are more connected than ever but alone. Healthier than ever but sick. Safer than ever but ultimately vulnerable. Seed is a story for these future times. Where the relationship between a girl and an AI system that begins simply, quickly complicates things for the entire world."
Selfish Romance,romance,Gyogyo Park,30223688.0,2111506,1299767,9.79,,Friday,"Hyeondo and Yumin, an ordinary man and woman in their 30s, break up with their respective partners for different reasons despite still being in love with them. Selfishly hoping to get their old flames back, the two form a plan. They pretend to date each other in hopes of provoking their former lovers. Will their selfish and foolish plan really work?"
Sellswords & Sorcery,comedy,CME_T,1879388.0,285077,49318,9.32,,"Wednesday, Saturday","Honor, Bravery, Glory. Captain Ronja and her merry band of misfit mercenaries don't really know what those words mean. They just REALLY need to get paid and don't mind killing for it."
Senpai is an Otokonoko,romance,pom,5502257.0,838288,173491,8.82,,Friday,"Can true love really overcome any obstacles? Saki, a high school student, confesses her feelings to Makoto. Taken aback, Makoto reveals his secret, but the sudden discovery doesn’t seem to bother Saki who is already head over heels for him. After being rejected, Saki asks Ryuji, Makoto’s childhood friend, for some advice on how to win his heart. A love triangle unfolds when Ryuji realizes that he might also have some feelings for his old friend.

"
Serena,drama,Ina,63903733.0,3820628,1077401,9.37,,Thursday,"Welcome to Wellenberg, Meuracevia at the turn of the 19th century. The fate of Serenity Hotel, an opulent hotel in the nation’s capital, hangs by a thread as its headstrong heiress Serena and her stern husband Eiser struggle to turn its fortune around. Their loveless marriage of convenience takes a twisted turn following Serena’s jealous attachment to her stoic and handsome servant, Frederick. At a time when happiness takes a back seat to one’s sense of duty, will Serena be able to protect her love and ensure the survival of her family and her business?"
Seven Years Later,drama,Tirapuw,6871051.0,685148,210484,9.44,2022.0,Tuesday,"What would you do if you couldn’t go anywhere whenever you felt like it? Would you free yourself? This is the difficult choice high school student Kala finds herself faced with when her friends offer to take her on a new years getaway. After a series of mishaps, she finds herself in a strange situation - she appears to have been zapped seven years into the future in the blink of an eye. Will Kala overcome the bizarre experience she’s facing? The adventures of a girl out of time begin now!"
Señorita Cometa,mystery,Arechan,10391908.0,1728363,233949,9.7,2022.0,Saturday,"In the crime ridden city of Yoalco, two mafias dictate the law, and while the rest of the citizens still place their hopes in the police, Alex will not wait for an indifferent system to deliver justice. Feeling ignored and powerless over the disappearance of her best friend, Alex decides to take justice in her own hands by becoming the Phantom Thief Cometa, uncovering a net of corruption and crime that goes deeper than she ever imagined. Will Alex be able to find Lola before it’s too late?"
